,Log_98,datetime
431,14.037833333333333,2020-06-02 23:00:00
432,14.133833333333333,2021-06-02 00:00:00
433,15.139000000000001,2021-06-02 01:00:00
434,15.743833333333333,2021-06-02 02:00:00
435,15.903,2021-06-02 03:00:00
436,15.632333333333333,2021-06-02 04:00:00
437,15.393666666666666,2021-06-02 05:00:00
438,15.377666666666668,2021-06-02 06:00:00
439,15.6325,2021-06-02 07:00:00
440,16.363666666666663,2021-06-02 08:00:00
441,19.3295,2021-06-02 09:00:00
442,21.2665,2021-06-02 10:00:00
443,22.0305,2021-06-02 11:00:00
444,23.18016666666667,2021-06-02 12:00:00
445,23.597166666666666,2021-06-02 13:00:00
446,23.532666666666668,2021-06-02 14:00:00
447,22.71683333333333,2021-06-02 15:00:00
448,21.74416666666667,2021-06-02 16:00:00
449,20.439833333333333,2021-06-02 17:00:00
450,19.710166666666666,2021-06-02 18:00:00
451,18.933166666666665,2021-06-02 19:00:00
452,17.775833333333335,2021-06-02 20:00:00
453,16.823999999999998,2021-06-02 21:00:00
454,16.1255,2021-06-02 22:00:00
455,15.918999999999999,2021-06-02 23:00:00
456,14.293333333333331,2022-06-02 00:00:00
457,13.878,2022-06-02 01:00:00
458,13.878,2022-06-02 02:00:00
459,13.717999999999998,2022-06-02 03:00:00
460,13.525666666666666,2022-06-02 04:00:00
461,13.108333333333334,2022-06-02 05:00:00
462,13.317,2022-06-02 06:00:00
463,14.1655,2022-06-02 07:00:00
464,15.011333333333333,2022-06-02 08:00:00
465,17.601166666666668,2022-06-02 09:00:00
466,19.456500000000002,2022-06-02 10:00:00
467,20.360833333333332,2022-06-02 11:00:00
468,22.031666666666666,2022-06-02 12:00:00
469,22.58966666666667,2022-06-02 13:00:00
470,24.239,2022-06-02 14:00:00
471,25.076833333333337,2022-06-02 15:00:00
472,24.576833333333337,2022-06-02 16:00:00
473,24.577166666666667,2022-06-02 17:00:00
474,23.517,2022-06-02 18:00:00
475,23.244,2022-06-02 19:00:00
476,21.37816666666667,2022-06-02 20:00:00
477,19.868833333333335,2022-06-02 21:00:00
478,18.695166666666665,2022-06-02 22:00:00
479,17.664666666666665,2022-06-02 23:00:00
480,22.748499999999996,2019-07-02 00:00:00
481,21.69683333333333,2019-07-02 01:00:00
482,19.472333333333335,2019-07-02 02:00:00
483,18.584333333333333,2019-07-02 03:00:00
484,18.1245,2019-07-02 04:00:00
485,17.775833333333335,2019-07-02 05:00:00
486,17.886666666666667,2019-07-02 06:00:00
487,19.519666666666666,2019-07-02 07:00:00
488,21.059833333333334,2019-07-02 08:00:00
489,22.110500000000002,2019-07-02 09:00:00
490,23.582166666666666,2019-07-02 10:00:00
491,25.302833333333336,2019-07-02 11:00:00
492,26.0325,2019-07-02 12:00:00
493,26.536666666666665,2019-07-02 13:00:00
494,27.108,2019-07-02 14:00:00
495,26.994,2019-07-02 15:00:00
496,27.862499999999997,2019-07-02 16:00:00
497,27.501,2019-07-02 17:00:00
498,26.863,2019-07-02 18:00:00
499,25.918833333333335,2019-07-02 19:00:00
500,24.6255,2019-07-02 20:00:00
501,23.020833333333332,2019-07-02 21:00:00
502,21.378,2019-07-02 22:00:00
503,20.043000000000003,2019-07-02 23:00:00
504,17.728333333333335,2020-07-02 00:00:00
505,17.347666666666665,2020-07-02 01:00:00
506,17.06233333333333,2020-07-02 02:00:00
507,16.728666666666665,2020-07-02 03:00:00
508,16.363666666666667,2020-07-02 04:00:00
509,16.316,2020-07-02 05:00:00
510,16.602,2020-07-02 06:00:00
511,17.3475,2020-07-02 07:00:00
512,18.267166666666668,2020-07-02 08:00:00
513,20.218500000000002,2020-07-02 09:00:00
514,22.078333333333333,2020-07-02 10:00:00
